11278	95	1	0	0.0029687499999997	0.0081160945595855	0.0535216812015501	0.020105930068521
11278	103	1	0	0.0327669270833334	0.0231136658031089	0.009826187015504	0.010627645102781
11278	170	1	0	0.0105859374999998	0.0154563363557859	0.0221808381782943	0.0166027433494562
11278	204	2	0	0.0108593749999999	0.0185260146804834	0.0269728076550389	0.0145795546150743
11278	267	3	0	0.0173632812500001	0.0270873812607944	0.0085770954457361	0.0053610565296254
11278	360	1	0	0.0246614583333334	0.0209817573402418	0.0069722020348838	0.0084076481257556
11277	135	1	0	0.0128125000000001	0.0128454231433507	0.0154206031976745	0.0134774284562676
11277	190	0	0	0.0129622395833333	0.0264194732297065	0.015746124031008	0.0081006272672307
11277	236	1	0	0.0087174479166666	0.0201586787564764	0.011559774709302	0.0067780758766628
11277	316	0	0	0.0109635416666667	0.0178108808290156	0.0182972989341086	0.0146897672309555
11276	209	1	0	0.00458984375	0.0080756152849741	0.0405765503875969	0.0195548669891174
11276	272	2	0	0.0288541666666663	0.0330850604490502	0.0082288638565893	0.0059278642684404
11276	316	1	0	0.0240559895833333	0.0300423683074267	0.0074566981589147	0.0066285016122527
11276	325	0	0	0.0112565104166664	0.0177164291882553	0.0167453972868217	0.0128082804312775
11274	233	0	0	0.0077408854166665	0.0259202288428326	0.0194706879844963	0.0075180748690043
11264	344	0	0	0.0153776041666668	0.0224255181347151	0.01156734496124	0.0105646664651352
11261	109	1	0	0.0181445312499998	0.0367281951640757	0.0095082364341083	0.0076912661225311
11261	323	0	0	0.0213020833333331	0.0345018350604493	0.0103031128875969	0.0065497783151957
11261	358	1	0	0.0218945312500002	0.0295903497409329	0.0080244670542632	0.0061955234784363
11259	261	0	0	0.0179296875	0.0366809693436962	0.0077140867248064	0.0079116913542929
11258	73	0	0	0.0134895833333334	0.0142621977547496	0.0170860586240307	0.0151699793430065
11258	106	0	0	0.0118164062499997	0.0109968696027635	0.0126271802325581	0.0162012545344621
11257	46	2	0	0.0104231770833332	0.0057345639032813	0.0195009689922483	0.0425341974002419
11257	123	0	0	0.0096028645833335	0.0120830634715024	0.0226047722868214	0.0189486976017733
11257	208	1	0	0.0037304687499999	0.0114353950777202	0.0391760537790695	0.0117927498992341
11257	237	0	0	0.0183268229166664	0.040135200777202	0.0096142199612401	0.0060144598952036
11257	264	0	0	0.0036393229166668	0.0055996329879103	0.0223246729651165	0.0128082804312779
11257	339	1	0	0.0066796874999999	0.0064159650259069	0.0328776041666663	0.0375982466747275
11257	348	0	0	0.0049414062500002	0.0062473013816926	0.0309017684108525	0.0323867644095122
11256	190	0	0	0.0314583333333332	0.015044797063903	0.0111207000968995	0.0158155103788793
11254	68	0	0	0.0295247395833335	0.0151932210708115	0.0076838057170539	0.0120446644498184
11254	128	2	0	0.0133984375000001	0.0086693113126078	0.0147998425387597	0.0248372002216847
11254	234	2	0	0.0047721354166666	0.009195541882556	0.0507055474806204	0.0284978335348647
11254	292	2	0	0.0059895833333333	0.0122854598445596	0.0299176356589147	0.014225299778315
11254	315	0	0	0.0068098958333335	0.0111992659758204	0.0330668604651163	0.0259944326884322
11252	88	0	0	0.0071744791666663	0.0124946027633849	0.0336421996124029	0.0224833736396612
11252	143	3	0	0.0074414062499999	0.0298129857512952	0.0271772044573641	0.0103678582224912
11252	252	0	0	0.0158723958333335	0.0144511010362694	0.0123925024224808	0.0158627443571143
11252	334	0	0	0.0105989583333332	0.0121910082037995	0.0191527374031007	0.0203342276299878
11252	401	0	0	0.0094401041666665	0.0148828799654575	0.0142623546511625	0.0109740276098347
11249	1	1	0	0.0036653645833331	0.0049856973229707	0.0424539728682172	0.0353703773679967
11249	210	1	0	0.0273828125000001	0.0225604490500864	0.0096974927325578	0.0108716873236595
11248	42	0	0	0.0109765625000001	0.0073672279792745	0.0148982558139532	0.0227667775090692
11248	67	0	0	0.0169986979166668	0.0247395833333333	0.0077973594961242	0.0068882884925434
11248	297	0	0	0.0122786458333331	0.0329433829879101	0.0094930959302324	0.0064553103587262
11248	327	0	0	0.0388216145833335	0.0076573294473228	0.0057761022286822	0.0198776325070537
11247	3	0	0	0.0123828124999998	0.0308856865284973	0.0102804021317827	0.0079982869810561
11247	179	0	0	0.0074544270833333	0.0092899935233159	0.0261627906976743	0.0221999697702541
11246	157	0	0	0.019915364583333	0.0199225496545767	0.014088238856589	0.0147684905280127
11246	201	0	0	0.0121875000000001	0.0226009283246979	0.0133993459302323	0.0106670067513096
